Brand,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Microsoft,Intel Core i5 (6th Gen),Intel,0,8, DDR3 RAM,2.4,LCD,12.3,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,29997000
ASUS,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.2,LED,15.0,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,6842100
ASUS,Intel Core i5 (6th Gen),Intel,8,4, DDR3 RAM ,2.3,LED,15.6,GeForce 930M,NVIDIA,64,1024,65.0,DOS,2,12897000
Lenovo,AMD Dual-Core Ryzen 3,AMD,12,8, DDR4 RAM ,2.6,LED,14.0,Integrated Graphics,AMD,128,1024,65.0,Windows 10,0,15867000
ASUS,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,2.3,LED,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 10,4,25350000
HP,AMD Quad-Core A6 APU,AMD,0,4, DDR3 RAM,2.0,LED,15.6,Integrated Graphics,AMD,64,500,65.0,DOS,0,6747000
ASUS,AMD Quad-Core Ryzen 5,AMD,12,8, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,AMD,256,1024,45.0,Windows 10,0,11247000
ASUS,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,14.0,Integrated Graphics,Intel,1024,0,45.0,Windows 10,0,17697000
Microsoft,Intel Core M3 (6th Gen),Intel,0,4, DDR3 RAM,2.2,LED,12.3,Integrated Graphics,Intel,128,0,65.0,Windows 10,0,23219700
ASUS,Intel Core i3 (6th Gen),Intel,16,4, DDR4 RAM ,2.0,LED,15.6,GeForce 920M,NVIDIA,64,1024,45.0,Linux,2,9791700
ASUS,Intel Core i3 (5th Gen),Intel,0,4, DDR3 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,8700000
ASUS,AMD Hexa-Core Ryzen 5,AMD,12,8, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,AMD,256,1024,65.0,Windows 10,0,17397000
ASUS,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,14097000
ASUS,Intel Core i7 (9th Gen),Intel,32,16, DDR4 RAM ,2.6,LED,15.6,GeForce GTX 1650,NVIDIA,1024,0,150.0,Windows 10,4,27897000
Microsoft,Intel Core i7 (6th Gen),Intel,0,8, DDR3 RAM,2.2,LCD,12.3,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,35099700
ASUS,AMD Quad-Core Ryzen 5,AMD,12,8, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,AMD,512,0,37.0,Windows 10,0,13282200
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.7,LED,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 10,4,21597000
ASUS,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5 RAM,2.0,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,150.0,Windows 11,4,26097000
HP,Intel Core i5 (6th Gen),Intel,16,4, DDR4 RAM ,2.3,LED,15.6,Radeon R5 M430,AMD,64,1024,65.0,DOS,2,12720000
Lenovo,AMD Quad-Core A8 APU,AMD,16,4, DDR3 RAM ,2.0,LED,15.6,Integrated Graphics,AMD,64,500,65.0,Windows 8.1,0,7767000
ASUS,Intel Core i3 (5th Gen),Intel,0,4, DDR3 RAM,2.1,LED,15.6,GeForce 930M,NVIDIA,64,1024,65.0,Windows 10,2,12600000
Apple,Intel Core i7 (6th Gen),Intel,0,16, LPDDR3 RAM,2.6,LED,15.4,Radeon Pro 450,AMD,256,0,87.0,macOS Sierra,2,61770000
HP,Intel Core i3 (4th Gen),Intel,8,4, DDR3 RAM ,1.7,LED,15.6,Radeon HD 8670M,AMD,64,500,65.0,Windows 8.1,2,11817000
MSI,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,11517000
ASUS,Intel Core i3 (8th Gen),Intel,12,4, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,Intel,256,0,40.0,Windows 10,0,10197000
HP,Intel Core i5 (5th Gen),Intel,8,4, DDR3 RAM ,2.2,LED,15.6,GeForce 820M,NVIDIA,64,1024,65.0,DOS,2,12540000
ASUS,Intel Core i7 (10th Gen),Intel,32,8, DDR4 RAM ,2.6,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,1024,0,150.0,Windows 10,4,28497000
Lenovo,Intel Pentium Quad-Core,Intel,8,4, DDR3 RAM ,1.6,LED,11.6,Integrated Graphics,Intel,64,500,45.0,Windows 10,0,6297000
Dell,Intel Core i5 (4th Gen),Intel,8,4, DDR3 RAM ,1.7,LED,14.0,Radeon HD R7 M265,AMD,64,1024,65.0,Windows 8.1,2,14490000
HP,AMD Dual-Core E1 APU,AMD,8,4, DDR3 RAM ,1.4,LED,15.6,Integrated Graphics,AMD,64,500,45.0,DOS,0,5849700
Lenovo,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,1.2,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,9447000
HP,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,30319500
HP,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,14997000
HP,Intel Core i3 (5th Gen),Intel,16,8, DDR3 RAM ,2.1,LED,15.6,GeForce 830M,NVIDIA,64,1024,65.0,Windows 8.1,2,14217000
Acer,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,14.0,Integrated Graphics,Intel,128,0,45.0,Linux,0,11099700
ASUS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR3 RAM,3.3,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,240.0,Windows 10,6,44397000
HP,Intel Core i5 (4th Gen),Intel,0,4, DDR3 RAM,1.6,LED,15.6,Radeon HD 8670M,AMD,64,1024,65.0,Windows 8.1,1,13797000
MSI,Intel Core i7 (7th Gen),Intel,32,16, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1060,NVIDIA,256,1024,180.0,Windows 10,6,41997000
HP,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,13332300
HP,Intel Core i3 (3rd Gen),Intel,12,4, DDR3 RAM ,1.8,LED,15.6,Integrated Graphics,Intel,64,500,65.0,Windows 8.1,0,11097000
HP,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,14.0,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,8997000
HP,Intel Core i5 (5th Gen),Intel,16,8, DDR3 RAM ,2.2,LED,15.6,GeForce 830M,NVIDIA,64,1024,65.0,Windows 8.1,2,15897000
HP,Intel Core i3 (3rd Gen),Intel,16,4, DDR3 RAM ,2.4,LED,15.6,Integrated Graphics,Intel,64,500,65.0,Windows 8.1,0,11787000
HP,Intel Core i7 (7th Gen),Intel,0,8, DDR4 RAM,2.7,LED,15.6,GeForce 940M,NVIDIA,64,1024,65.0,Windows 10,4,20997000
HP,Intel Core i5 (5th Gen),Intel,8,4, DDR3 RAM ,2.2,LED,15.6,GeForce 830M,NVIDIA,64,1024,65.0,Windows 8.1,2,14997000
Acer,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,2.3,LED,15.6,GeForce GTX 1650,NVIDIA,256,1024,135.0,Windows 10,4,20067000
HP,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.2,LED,15.6,Integrated Graphics,Intel,128,0,45.0,Google Chrome,0,23146200
ASUS,Intel Celeron Quad-Core,Intel,4,2, DDR3 RAM ,1.8,LCD,15.6,Integrated Graphics,Intel,64,500,65.0,DOS,0,5849700
ASUS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,240.0,Windows 10,6,40767000
ASUS,Intel Core i5 (6th Gen),Intel,16,4, DDR4 RAM ,2.3,LED,15.6,GeForce 930MX,NVIDIA,64,1024,65.0,Windows 10,2,13582200
Dell,Intel Core i7 (7th Gen),Intel,0,8, DDR4 RAM,2.7,LED,13.3,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,22558500
Lenovo,Intel Core i5 (5th Gen),Intel,8,4, DDR3 RAM ,2.2,LED,14.0,Integrated Graphics,Intel,64,500,45.0,Windows 10,0,12750000
HP,Intel Core i5 (5th Gen),Intel,16,8, DDR3 RAM ,2.0,LED,15.6,GeForce 830M,NVIDIA,64,1024,65.0,Windows 8.1,2,16143300
HP,Intel Core i5 (4th Gen),Intel,0,4, DDR3 RAM,1.6,LED,14.0,GeForce GT 740M,NVIDIA,64,1024,65.0,Windows 8.1,2,15535200
HP,Intel Core i7 (5th Gen),Intel,16,8, DDR3 RAM ,2.4,LED,15.6,GeForce GTX 850M,NVIDIA,64,1024,90.0,Windows 8.1,4,23247000
Lenovo,Intel Core i3 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,13.6,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,17937300
HP,Intel Core i5 (5th Gen),Intel,8,4, DDR3 RAM ,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,DOS,0,11967000
ASUS,Intel Celeron Dual-Core,Intel,0,2, DDR3 RAM,1.6,LED,11.6,Integrated Graphics,Intel,64,500,65.0,DOS,0,4803000
ASUS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,2.8,LED,14.0,GeForce RTX 3060,NVIDIA,1024,0,76.0,Windows 10,6,49497000
HP,Intel Core i3 (6th Gen),Intel,16,8, DDR4 RAM ,2.0,LED,15.6,Radeon HD 520,AMD,64,2048,41.0,DOS,2,11247000
HP,Intel Core i7 (9th Gen),Intel,0,16, DDR4 RAM,2.6,LED,17.3,GeForce RTX 2080,NVIDIA,512,0,330.0,Windows 10,8,149811900
MSI,Intel Core i7 (7th Gen),Intel,32,8, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1050 Ti,NVIDIA,128,1024,65.0,DOS,4,27897000
MSI,Intel Core i7 (11th Gen),Intel,0,8, DDR4 RAM,4.7,LED,14.0,GeForce MX450,NVIDIA,512,0,90.0,Windows 10,2,18597000
Dell,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.6,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,13389600
HP,Intel Core i3 (4th Gen),Intel,12,4, DDR3 RAM ,1.7,LED,15.6,Integrated Graphics,Intel,64,500,65.0,Windows 8.1,0,10917000
ASUS,Intel Core i5 (10th Gen),Intel,0,8, LPDDR4X RAM,1.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17697000
ASUS,Intel Atom Quad-Core,Intel,0,2, DDR3 RAM,1.4,LED,10.1,Integrated Graphics,Intel,64,500,65.0,Windows 8.1,0,6570000
Microsoft,Intel Core i7 (8th Gen),Intel,0,16, DDR3 RAM,1.9,LED,13.5,GeForce GTX 1050,NVIDIA,512,0,95.0,Windows 10,2,66899700
ASUS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,3.0,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 10,6,35970000
Lenovo,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,128,1024,65.0,Windows 10,0,17997000
ASUS,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,3.1,LED,15.6,GeForce RTX 3060,NVIDIA,512,0,200.0,Windows 11,6,25497000
ASUS,Intel Core i5 (4th Gen),Intel,8,4, DDR3 RAM ,1.6,LED,15.6,GeForce GT 820M,NVIDIA,64,500,65.0,Windows 8.1,1,12120000
ASUS,AMD Octa-Core Ryzen 9,AMD,64,32, DDR4 RAM ,3.0,LED,15.6,GeForce RTX 3080,NVIDIA,1024,0,240.0,Windows 10,16,68997000
HP,Intel Core i7 (7th Gen),Intel,0,16, DDR4 RAM,2.8,LED,17.3,GeForce GTX 1060,NVIDIA,128,1024,230.0,Windows 10,6,43497000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,3.0,LED,17.3,Radeon RX 580,AMD,256,1024,76.0,Windows 10,4,40497000
MSI,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,240.0,Windows 11,6,31797000
MSI,Intel Core i7 (10th Gen),Intel,0,16, DDR4 RAM,2.2,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,230.0,Windows 10,6,46497000
ASUS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,4.7,LCD,17.3,GeForce RTX 3060,NVIDIA,1024,0,240.0,Windows 11,6,37797000
ASUS,AMD Octa-Core Ryzen 9,AMD,64,16, DDR4 RAM ,3.3,LED,15.6,GeForce RTX 3080,NVIDIA,1024,0,240.0,Windows 10,8,59997000
ASUS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,3.3,LED,15.6,GeForce RTX 3050 Ti,NVIDIA,1024,0,200.0,Windows 10,4,35355900
Acer,Intel Core i3 (8th Gen),Intel,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,Intel,64,1024,48.0,Windows 10,0,10497000
HP,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LED,13.3,Integrated Graphics,AMD,512,0,43.0,Windows 10,0,19797000
HP,AMD Quad-Core APU,AMD,0,4, DDR2 RAM,1.8,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,DOS,0,6297000
Lenovo,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,30.0,Windows 10,0,8907000
ASUS,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,1.8,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,20967000
Infinix,Intel Core i9 (12th Gen),Intel,0,32, LPDDR5 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,1024,0,100.0,Windows 11,0,24593400
Dell,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,17217000
ASUS,Intel Core i5 (8th Gen),Intel,0,8, DDR3 RAM,1.6,LED,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,21297000
ASUS,Intel Core i5 (7th Gen),Intel,12,4, DDR4 RAM ,2.5,LED,15.6,GeForce 940MX,NVIDIA,64,1024,65.0,Windows 10,2,10647000
Lenovo,Intel Core i3 (11th Gen),Intel,0,4, DDR4 RAM,3.0,LED,15.0,Integrated Graphics,Intel,64,1024,65.0,DOS,0,9381300
HP,Intel Core i7 (10th Gen),Intel,0,8, LPDDR4 RAM,1.3,LED,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,35880000
HP,AMD Quad-Core Ryzen 5,AMD,0,4, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,64,1024,65.0,Windows 10,0,10797000
Acer,Intel Core i5 (11th Gen) Processor,Intel,0,8, LPDDR4X RAM,2.5,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18297000
ASUS,Intel Core i5 (9th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,48.0,Windows 10,4,20931000
Acer,Intel Core i5 (8th Gen),Intel,0,4, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,13050000
Acer,Intel Core i7 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,230.0,Windows 10,6,29308500
HP,AMD Dual-Core Ryzen 3,AMD,0,4, DDR4 RAM,2.5,LED,14.0,Integrated Graphics,AMD,64,1024,41.0,DOS,0,7320000
Lenovo,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,35.0,Windows 10,0,8547000
Lenovo,AMD Dual-Core A9 APU,AMD,0,4, DDR4 RAM,3.1,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,6597000
Dell,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15720000
ASUS,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.0,LED,14.0,GeForce GTX 1650,NVIDIA,512,0,76.0,Windows 10,4,24297000
HP,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,GeForce MX110,NVIDIA,64,1024,41.0,Windows 10,2,16647000
HP,AMD Octa-Core Ryzen 7,AMD,16,16, DDR5 RAM ,4.8,LCD,16.1,GeForce RTX 4060,NVIDIA,1024,0,280.0,Windows 11,8,34197000
HP,Intel Pentium Quad-Core,Intel,0,4, DDR4 RAM,1.1,LED,11.6,Integrated Graphics,Intel,64,1024,37.0,Windows 10,0,10443600
Dell,Intel Core i5 (11th Gen),Intel,32,8, LPDDR4X RAM ,4.2,LED,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,19303200
ASUS,Intel Core i7 (7th Gen),Intel,16,8, DDR4 RAM ,2.7,LED,15.6,GeForce 940M,NVIDIA,64,1024,65.0,DOS,2,15597000
ASUS,Intel Pentium Quad-Core,Intel,0,4, DDR3 RAM,1.6,LED,15.6,Integrated Graphics,Intel,64,500,65.0,DOS,0,5700000
Acer,Intel Core i3 (6th Gen),Intel,0,4, DDR3 RAM,2.3,LED,12.0,Integrated Graphics,Intel,128,0,37.0,Windows 10,0,15297000
Acer,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LED,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,18898200
ASUS,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LCD,14.0,Integrated Graphics,Intel,64,1024,45.0,Windows 11,0,11547000
Lenovo,AMD Dual-Core A6 APU,AMD,0,4, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,DOS,0,6297000
ASUS,Intel Core i3 (6th Gen),Intel,8,4, DDR4 RAM ,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,8397000
Lenovo,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,2.8,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,25497000
Lenovo,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.8,LED,15.6,GeForce GTX 1050,NVIDIA,64,1024,45.0,Windows 10,4,16197000
ASUS,Intel Core i7 (8th Gen),Intel,16,8, DDR4 RAM ,1.8,LED,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,24597000
HP,Intel Core i5 (8th Gen),Intel,0,8, LPDDR3 RAM,1.6,LED,13.3,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,23398500
ASUS,Intel Core i3 (7th Gen),Intel,16,8, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,9447000
ASUS,Intel Celeron Dual-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,8366700
Lenovo,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,19800000
iball,Intel Atom Quad-Core,Intel,0,4, DDR3 RAM,1.4,LED,14.0,Integrated Graphics,Intel,64,0,65.0,Windows 10,0,4199700
Dell,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,14.0,Integrated Graphics,Intel,512,0,40.0,Windows 10,0,16497000
ASUS,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,64,1024,45.0,Windows 10,0,13797000
HP,Intel Core i3 (7th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,GeForce MX110,NVIDIA,64,1024,65.0,Windows 10,2,12051600
Apple,Intel Core i7 (8th Gen),Intel,32,16, DDR4 RAM ,2.2,LED,15.4,Pro 555X,AMD,256,0,65.0,macOS High Sierra,4,56397000
Acer,Intel Core i7 (7th Gen),Intel,32,8, DDR4 RAM ,2.8,LED,15.6,GeForce GTX 1050,NVIDIA,128,1024,135.0,Windows 10,4,24035400
Acer,Intel Core i5 (8th Gen),Intel,32,8, DDR4 RAM ,1.6,LED,15.6,GeForce MX130,NVIDIA,64,1024,65.0,Windows 10,2,14997000
HP,Intel Core i3 (6th Gen),Intel,0,4, DDR4 RAM,2.0,LED,15.6,Integrated Graphics,Intel,64,1024,41.0,Windows 10,0,8697000
HP,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,15597000
Lenovo,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,14.0,Integrated Graphics,Intel,64,1024,65.0,DOS,0,9297000
Acer,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,4.2,LED,14.0,Iris Xe Max,Intel,512,0,65.0,Windows 10,4,17547000
Acer,Intel Core i5 (6th Gen),Intel,0,4, DDR3 RAM,2.3,LED,12.0,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,12597000
ASUS,Intel Core i5 (8th Gen),Intel,32,8, DDR4 RAM ,2.3,LED,15.6,GeForce GTX 1050 Ti,NVIDIA,256,1024,48.0,Windows 10,4,14997000
ASUS,Intel Pentium Quad-Core,Intel,0,4, DDR4 RAM,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,32.0,Windows 10,0,7243500
Lenovo,Intel Core i3 (11th Gen),Intel,0,4, DDR4 RAM,3.0,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,13497000
Acer,Intel Core i3 (6th Gen),Intel,12,4, DDR4 RAM ,2.3,LED,15.6,Integrated Graphics,Intel,64,500,45.0,Windows 10,0,11097000
Dell,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,15.6,GeForce MX350,NVIDIA,256,1024,65.0,Windows 10,2,19876500
Lenovo,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LED,15.6,Integrated Graphics,Intel,64,1024,38.0,Windows 10,0,11730000
Lenovo,AMD Dual-Core Ryzen 3,AMD,0,4, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,64,1024,30.0,Windows 10,0,7946100
MSI,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.6,LED,14.0,GeForce MX250,NVIDIA,512,0,90.0,Windows 10,2,23997000
ASUS,Intel Core i3 (7th Gen),Intel,12,4, DDR4 RAM ,2.4,LED,15.6,GeForce 920MX,NVIDIA,64,1024,65.0,Windows 10,2,10497000
ASUS,Intel Core i7 (11th Gen) Processor,Intel,0,16, LPDDR4X RAM,2.5,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 10,0,31499700
ASUS,Intel Core i7 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LED,15.6,GeForce MX350,NVIDIA,512,0,65.0,Windows 10,2,23643600
Lenovo,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LED,15.6,GeForce MX450,NVIDIA,512,0,57.0,Windows 11,2,21297000
HP,Intel Core i3 (8th Gen),Intel,0,8, DDR4 RAM,2.2,LED,14.0,Integrated Graphics,Intel,64,0,45.0,Google Chrome,0,12897000
HP,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,2.5,LED,16.1,GeForce GTX 1650,NVIDIA,64,1024,150.0,Windows 10,4,22917000
Lenovo,AMD Dual-Core A6 APU,AMD,0,4, DDR4 RAM,3.0,LED,14.0,Integrated Graphics,AMD,64,1024,45.0,DOS,0,7497000
Lenovo,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,17466600
ASUS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,16047000
Infinix,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5X RAM,2.0,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,210.0,Windows 11,6,19497000
ASUS,Intel Core i5 (12th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21297000
MSI,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,512,0,240.0,Windows 11,6,34797000
ASUS,Intel Core i3 (8th Gen),Intel,16,4, DDR4 RAM ,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,11789400
Lenovo,Intel Core i3 (7th Gen),Intel,12,4, DDR4 RAM ,2.3,LED,14.0,Integrated Graphics,Intel,64,1024,45.0,DOS,0,7050000
Lenovo,Intel Core i5 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,1024,0,45.0,Windows 10,0,23834700
HP,AMD Dual-Core Ryzen 3,AMD,0,4, DDR4 RAM,2.6,LED,15.6,Integrated Graphics,AMD,256,0,45.0,Windows 10,0,18192300
Dell,Intel Core i5 (8th Gen),Intel,16,8, DDR4 RAM ,1.6,LED,15.6,Radeon 520,AMD,64,1024,65.0,Windows 10,2,15297000
Acer,Intel Celeron Dual-Core,Intel,16,8, DDR4 RAM ,1.1,LCD,11.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,5397000
ASUS,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5 RAM,1.7,LED,14.0,Integrated Graphics,Intel,512,0,75.0,Windows 11,0,20970000
HP,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,Intel,256,1024,41.0,Windows 10,0,17346900
ASUS,Intel Core i5 (13th Gen),Intel,32,16, DDR5 RAM ,2.4,LCD,16.0,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,27000000
HP,Intel Core i7 (10th Gen),Intel,0,16, DDR4 RAM,2.6,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,1024,0,150.0,Windows 10,4,34497000
ASUS,Intel Core i5 (7th Gen),Intel,12,4, DDR4 RAM ,2.5,LED,15.6,GeForce 940 MX,NVIDIA,64,1024,65.0,Windows 10,2,13500000
HP,Intel Core i5 (7th Gen),Intel,0,4, DDR4 RAM,2.5,LED,15.6,Radeon 520,AMD,64,1024,41.0,DOS,2,11022000
ASUS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,4.2,LED,15.6,GeForce RTX 3050,NVIDIA,1024,0,120.0,Windows 11,4,23097000
ASUS,Intel Core i7 (9th Gen),Intel,32,16, DDR4 RAM ,2.6,LED,15.6,GeForce GTX 1660 Ti,NVIDIA,256,1024,230.0,Windows 10,6,36447000
Dell,Intel Core i5 (8th Gen),Intel,32,8, DDR4 RAM ,1.6,LED,15.6,GeForce 940MX,NVIDIA,128,1024,42.0,Windows 10,4,20848200
